94,48,0
201,34,0
247,143,1
25,238,208
9,181,110
194,48,0
101,34,0
147,43,1
155,38,208
50,81,110
64,148,0
201,134,0
47,113,1
55,218,208
9,111,110
90,18,0
201,34,0
247,143,1
255,238,208
90,181,110
210,215,94 
196,186,222 
115,6,217 
225,187,79 
45,35,129 
22,170,234 
189,152,205 
34,240,43
101,252,69 
70,37,151 
205,61,233 
238,213,165 
172,138,151 
40,168,5 
98,46,236 
123,105,144 
48,193,107 

